species,number_of_individuals,longitude_ves,latitude_ves,site_id,date
racl,1,-83.8683841,35.95669347,7,7/18/23
racl,1,-83.86818672,35.95675151,7,7/18/23
racl,3,-83.86827414,35.95672062,7,7/18/23
racl,2,-83.86833953,35.95659541,7,7/18/23
racl,1,-83.86831054,35.9566042,7,7/18/23
racl,1,-83.86831716,35.95664577,7,7/18/23
racl,1,-83.86823399,35.95664778,7,7/18/23
racl,1,-83.86835523,35.95670677,7,7/18/23
hych,1,-83.86931676,35.95779554,10,7/18/23
racl,1,-83.86923391,35.95777555,10,7/18/23
novi,7,-83.86927126,35.9577764,10,7/18/23
hych,1,-83.86924653,35.95779924,10,7/18/23
novi,1,-83.86846525,35.95752285,NA,NA
racl,2,-83.86804684,35.95673197,7,7/18/23
racl,5,-83.868311,35.95668478,7,7/18/23
racl,2,-83.86837317,35.95669361,7,7/18/23
racl,1,-83.86810502,35.95666624,7,7/18/23
racl,2,-83.86811458,35.9567532,7,7/18/23
racl,1,-83.86837845,35.95659541,7,7/18/23
racl,1,-83.86820997,35.95660933,7,7/18/23
racl,1,-83.86827329,35.95668755,7,7/18/23
racl,1,-83.86835975,35.9566411,7,7/18/23
racl,1,-83.86829669,35.95670674,7,7/18/23
racl,2,-83.86815637,35.9568614,7,7/18/23
racl,1,-83.86808809,35.95666179,7,7/18/23
racl,1,-83.86803872,35.9568227,7,7/18/23
racl,2,-83.86838366,35.95668079,7,7/18/23
racl,1,-83.86806676,35.95680301,7,7/18/23
racl,1,-83.8683531,35.95669317,7,7/18/23
racl,1,-83.86823719,35.95665565,7,7/18/23
racl,2,-83.86818317,35.95674799,7,7/18/23
racl,1,-83.86817507,35.95661811,7,7/18/23
racl,2,-83.86833095,35.95663221,7,7/18/23
racl,1,-83.8682365,35.95668543,7,7/18/23
racl,2,-83.86833675,35.95664649,7,7/18/23
racl,1,-83.86815934,35.95672891,7,7/18/23
racl,1,-83.86814296,35.95683805,7,7/18/23
novi,1,-83.86841643,35.95756163,NA,NA
racl,2,-83.86804844,35.95675082,7,7/19/23
racl,2,-83.86817285,35.95683768,7,7/19/23
racl,2,-83.86810952,35.95676836,7,7/19/23
racl,1,-83.86821128,35.95663471,7,7/19/23
racl,1,-83.86819258,35.95668248,7,7/19/23
racl,1,-83.86818522,35.95669817,7,7/19/23
racl,3,-83.86834901,35.95664939,7,7/19/23
racl,2,-83.86803973,35.9568064,7,7/19/23
racl,5,-83.86829948,35.95664544,7,7/19/23
racl,1,-83.86834903,35.9566681,7,7/19/23
racl,5,-83.86813607,35.95671663,7,7/19/23
racl,2,-83.86813402,35.95665309,7,7/19/23
racl,1,-83.86811157,35.95679792,7,7/19/23
racl,3,-83.86800336,35.95668146,7,7/19/23
racl,1,-83.86814181,35.95663585,7,7/19/23
racl,1,-83.86818059,35.95671367,7,7/19/23
racl,1,-83.86828805,35.9566333,7,7/19/23
racl,2,-83.86832255,35.95662481,7,7/19/23
racl,1,-83.8683164,35.95666755,7,7/19/23
racl,1,-83.86816296,35.95663658,7,7/19/23
racl,1,-83.86814118,35.95680118,7,7/19/23
racl,1,-83.86821462,35.95672005,7,7/19/23
racl,2,-83.87673948,35.93331856,15,8/1/23
racl,1,-83.87690209,35.93335555,15,8/1/23
racl,1,-83.87697927,35.93326289,15,8/1/23
racl,5,-83.87678363,35.93332704,15,8/1/23
racl,1,-83.87687713,35.93332866,15,8/1/23
racl,1,-83.87693633,35.93337752,15,8/1/23
racl,4,-83.87691767,35.93330754,15,8/1/23
raca,1,-83.87680199,35.93339945,15,8/1/23
racl,1,-83.87677332,35.93340285,15,8/1/23
racl,3,-83.8769932,35.93327443,15,8/1/23
racl,1,-83.87704944,35.93326249,15,8/1/23
racl,1,-83.87701047,35.93325356,15,8/1/23
racl,2,-83.87678703,35.93334151,15,8/1/23
racl,1,-83.87698256,35.93326037,15,8/1/23
racl,1,-83.87670218,35.93341176,15,8/1/23
raca,1,-83.87690953,35.93331063,15,8/1/23
racl,4,-83.87673906,35.93336735,15,8/1/23
raca,1,-83.87693932,35.93333953,15,8/1/23
racl,1,-83.87669247,35.93346811,15,8/1/23
raca,1,-83.87662277,35.93341897,15,8/1/23
racl,1,-83.87700429,35.93319216,15,8/1/23
racl,5,-83.87675984,35.93334523,15,8/1/23
racl,1,-83.87665168,35.93343886,15,8/1/23
racl,1,-83.87667406,35.93345438,15,8/1/23
racl,2,-83.87673258,35.93344276,15,8/1/23
raca,3,-83.87696322,35.9333081,15,8/1/23
racl,4,-83.87694508,35.93329349,15,8/1/23
raca,1,-83.87672867,35.93341154,15,8/1/23
racl,1,-83.876719,35.93336476,15,8/1/23
racl,2,-83.87665699,35.93346093,15,8/1/23
racl,1,-83.87671557,35.93336123,15,8/1/23
racl,1,-83.8766805,35.9333951,15,8/1/23
racl,3,-83.87669803,35.93336015,15,8/1/23
racl,1,-83.87668402,35.93343284,15,8/1/23
racl,1,-83.87674013,35.93338055,15,8/1/23
racl,7,-83.87674252,35.93342435,15,8/1/23
racl,2,-83.87668141,35.9334319,15,8/1/23
raca,1,-83.87670468,35.93337215,15,8/1/23
racl,1,-83.87674082,35.93337781,15,8/1/23
racl,1,-83.87665504,35.93346882,15,8/1/23
raca,1,-83.87671287,35.933373,15,8/1/23
racl,1,-83.87729104,35.93326445,15,8/1/23
racl,2,-83.8769171,35.93330291,15,8/1/23
racl,1,-83.87708531,35.93324897,15,8/1/23
racl,1,-83.87700441,35.93330148,15,8/1/23
racl,1,-83.87703979,35.93330888,15,8/1/23
racl,5,-83.87694009,35.93332619,15,8/1/23
raca,2,-83.8769262,35.93331152,15,8/1/23
racl,1,-83.87680287,35.93336972,15,8/1/23
racl,2,-83.87705426,35.93327609,15,8/1/23
racl,4,-83.87694025,35.93335494,15,8/1/23
racl,2,-83.87705722,35.93318195,15,8/1/23
raca,1,-83.87693032,35.93332913,15,8/1/23
racl,1,-83.87681726,35.93330861,15,8/1/23
racl,3,-83.87684946,35.93330722,15,8/1/23
racl,1,-83.87700967,35.93328397,15,8/1/23
racl,1,-83.87678293,35.93328298,15,8/1/23
racl,1,-83.87685722,35.9333206,15,8/1/23
racl,4,-83.87674097,35.93336041,15,8/1/23
racl,1,-83.87687741,35.9333231,15,8/1/23
racl,1,-83.87683542,35.93334339,15,8/1/23
racl,1,-83.87697097,35.93334867,15,8/1/23
racl,1,-83.8767405,35.93329485,15,8/1/23
racl,1,-83.87694135,35.93317807,15,8/1/23
racl,4,-83.87663927,35.93339875,15,8/1/23
racl,1,-83.87671248,35.93339898,15,8/1/23
racl,1,-83.87669463,35.93336246,15,8/1/23
racl,1,-83.87664303,35.93337106,15,8/1/23
racl,4,-83.87682135,35.93327941,15,8/1/23
racl,2,-83.87705124,35.93328833,15,8/1/23
racl,1,-83.87669134,35.93345089,15,8/1/23
racl,1,-83.87687771,35.93327126,15,8/1/23
racl,1,-83.87688977,35.93329792,15,8/1/23
racl,1,-83.87690031,35.9332898,15,8/1/23
racl,1,-83.87691859,35.9331979,15,8/1/23
racl,2,-83.87691541,35.93317101,15,8/1/23
racl,1,-83.87664793,35.93341268,15,8/1/23
racl,2,-83.87675235,35.93335628,15,8/1/23
racl,1,-83.87675893,35.9332968,15,8/1/23
racl,2,-83.87681603,35.93331647,15,8/1/23
racl,1,-83.87675094,35.93324926,15,8/1/23
racl,4,-83.87678646,35.93331498,15,8/1/23
racl,1,-83.87681675,35.93322647,15,8/1/23
racl,1,-83.87667038,35.93337503,15,8/1/23
raca,2,-83.87671358,35.93336253,15,8/1/23
racl,1,-83.87678713,35.93336698,15,8/1/23
racl,1,-83.87681051,35.93333343,15,8/1/23
racl,3,-83.87687496,35.93335386,15,8/1/23
racl,2,-83.87667311,35.93342709,15,8/1/23
racl,2,-83.87692354,35.93323202,15,8/1/23
racl,1,-83.8770235,35.93327163,15,8/1/23
racl,1,-83.87666937,35.93328633,15,8/1/23
racl,2,-83.87673741,35.93331577,15,8/1/23
racl,1,-83.87708495,35.93325495,15,8/1/23
racl,1,-83.87706137,35.93319919,15,8/1/23
racl,1,-83.87703528,35.93320551,15,8/1/23
racl,2,-83.87701598,35.9332393,15,8/1/23
raca,1,-83.87706212,35.93324038,15,8/1/23
racl,1,-83.87704912,35.93323192,15,8/1/23
racl,1,-83.87679225,35.93344588,15,8/1/23
raca,1,-83.87699694,35.93326861,15,8/1/23
raca,1,-83.87681541,35.93334358,15,8/1/23
racl,1,-83.87680188,35.93327863,15,8/1/23
racl,2,-83.87700667,35.93322837,15,8/1/23
racl,1,-83.8770739,35.93328872,15,8/1/23
racl,1,-83.87700667,35.93321362,15,8/1/23
racl,1,-83.87687719,35.9332633,15,8/1/23
racl,1,-83.87706219,35.93321482,15,8/1/23
raca,1,-83.87703285,35.93326265,15,8/1/23
racl,1,-83.87707274,35.93330264,15,8/1/23
racl,1,-83.87669644,35.93343389,15,8/1/23
raca,1,-83.87666639,35.93340686,15,8/1/23
racl,1,-83.87667006,35.93340418,15,8/1/23
racl,1,-83.8770137,35.93329664,15,8/1/23
racl,1,-83.87715857,35.93319006,15,8/1/23
racl,2,-83.87665466,35.93339778,15,8/1/23
racl,1,-83.87666972,35.93342958,15,8/1/23
racl,1,-83.87696369,35.93323873,15,8/1/23
racl,3,-83.8767234,35.93341114,15,8/1/23
racl,5,-83.87670464,35.93341486,15,8/1/23
racl,1,-83.876657,35.93339562,15,8/1/23
raca,1,-83.87668313,35.9333995,15,8/1/23
racl,2,-83.87685924,35.93323848,15,8/1/23
racl,1,-83.87678641,35.93330014,15,8/1/23
racl,1,-83.87714151,35.9331895,15,8/1/23
raca,1,-83.87694083,35.93323065,15,8/1/23
racl,1,-83.87703087,35.93315806,15,8/1/23
racl,1,-83.87695973,35.93312676,15,8/1/23
racl,2,-83.86935147,35.95782848,10,7/19/23
novi,1,-83.86926518,35.9577894,10,7/19/23
racl,1,-83.86936981,35.95782677,10,7/19/23
racl,1,-83.86920497,35.95778726,10,7/19/23
racl,1,-83.86918521,35.95777753,10,7/19/23
racl,2,-83.86928636,35.9578088,10,7/19/23
raca,1,-83.87699043,35.93327518,15,8/3/23
racl,1,-83.87695344,35.93329581,15,8/3/23
racl,1,-83.87669482,35.93339222,15,8/3/23
raca,1,-83.87680584,35.933356,15,8/3/23
racl,1,-83.87693239,35.93330345,15,8/3/23
racl,1,-83.87691716,35.9333056,15,8/3/23
racl,1,-83.87672117,35.93324073,15,8/3/23
racl,1,-83.876801,35.93331298,15,8/3/23
racl,1,-83.87688757,35.93332938,15,8/3/23
raca,1,-83.87694596,35.9333041,15,8/3/23
racl,2,-83.87673333,35.93328227,15,8/3/23
racl,1,-83.87676431,35.93339569,15,8/3/23
racl,1,-83.87672345,35.93332585,15,8/3/23
raca,1,-83.87692676,35.9331801,15,8/3/23
raca,1,-83.87690706,35.93331829,15,8/3/23
racl,1,-83.8766673,35.93340416,15,8/3/23
racl,1,-83.87684305,35.93331221,15,8/3/23
racl,1,-83.87683977,35.93334046,15,8/3/23
racl,1,-83.87693907,35.93319918,15,8/3/23
racl,1,-83.87679682,35.9332514,15,8/3/23
racl,2,-83.87695691,35.9332954,15,8/3/23
raca,1,-83.87671477,35.93341058,15,8/3/23
racl,1,-83.87671495,35.93327759,15,8/3/23
raca,1,-83.87680689,35.93334249,15,8/3/23
racl,1,-83.87690411,35.93334752,15,8/3/23
racl,1,-83.87695233,35.93332061,15,8/3/23
racl,1,-83.87681797,35.93349365,15,8/3/23
racl,1,-83.87687506,35.93331323,15,8/3/23
racl,1,-83.87666707,35.93343074,15,8/3/23
racl,2,-83.87669119,35.93340252,15,8/3/23
raca,1,-83.87664124,35.93340184,15,8/3/23
raca,1,-83.87674825,35.93338649,15,8/3/23
racl,1,-83.87691535,35.93316225,15,8/3/23
racl,2,-83.87670486,35.93340632,15,8/3/23
racl,1,-83.87669733,35.93335171,15,8/3/23
raca,1,-83.87694566,35.93328541,15,8/3/23
racl,1,-83.87680051,35.93340971,15,8/3/23
racl,1,-83.87679511,35.93332204,15,8/3/23
raca,1,-83.87696773,35.93331823,15,8/3/23
racl,1,-83.87691977,35.93321819,15,8/3/23
racl,2,-83.87669898,35.93336592,15,8/3/23
racl,2,-83.87707539,35.93315795,15,8/3/23
racl,1,-83.87669904,35.9334271,15,8/3/23
racl,1,-83.87691162,35.93323126,15,8/3/23
racl,1,-83.87693818,35.93321058,15,8/3/23
racl,1,-83.87691224,35.93326775,15,8/3/23
racl,2,-83.87682754,35.93328324,15,8/3/23
racl,1,-83.87696205,35.9332938,15,8/3/23
hych,1,-83.87745959,35.93331847,15,8/3/23
racl,1,-83.93998973,35.93571727,2,8/8/23
racl,1,-83.93999358,35.935759,2,8/8/23
raca,1,-83.94005993,35.93572747,2,8/8/23
racl,3,-83.94003502,35.93569929,2,8/8/23
racl,1,-83.94002327,35.93568741,2,8/8/23
racl,2,-83.9400278,35.93571043,2,8/8/23
racl,1,-83.94001811,35.93569789,2,8/8/23
racl,1,-83.94005985,35.93574196,2,8/8/23
racl,2,-83.93999105,35.9357472,2,8/8/23
racl,2,-83.94004405,35.93570999,2,8/8/23
racl,1,-83.93999661,35.93568484,2,8/8/23
raca,1,-83.94003817,35.93572233,2,8/8/23
racl,1,-83.94005858,35.93574603,2,8/8/23
racl,2,-83.93998883,35.93570046,2,8/8/23
racl,1,-83.93972656,35.93563189,2,8/8/23
racl,1,-83.93984532,35.93573088,2,8/8/23
racl,1,-83.93972399,35.93560623,2,8/8/23
racl,2,-83.93971751,35.93566763,2,8/8/23
racl,1,-83.93977764,35.9356392,2,8/8/23
racl,1,-83.93984271,35.935736,2,8/8/23
racl,1,-83.93967816,35.93558951,2,8/8/23
racl,1,-83.93977725,35.93568068,2,8/8/23
racl,1,-83.93977604,35.93570802,2,8/8/23
racl,1,-83.93968461,35.93559108,2,8/8/23
racl,1,-83.93983087,35.93555068,2,8/8/23
racl,3,-83.9398546,35.93552173,2,8/8/23
racl,1,-83.93969815,35.93565009,2,8/8/23
racl,1,-83.9397519,35.9355815,2,8/8/23
racl,1,-83.93979661,35.93563993,2,8/8/23
racl,3,-83.9398173,35.93567313,2,8/8/23
racl,1,-83.93986684,35.93570828,2,8/8/23
racl,1,-83.93976764,35.93555476,2,8/8/23
racl,1,-83.93966499,35.93558265,2,8/8/23
racl,1,-83.93983614,35.93563397,2,8/8/23
racl,1,-83.93983512,35.93568839,2,8/8/23
raca,1,-83.93987714,35.93548034,2,8/8/23
racl,1,-83.93987683,35.93545169,2,8/8/23
racl,2,-83.93985808,35.93572515,2,8/8/23
racl,2,-83.93987646,35.9356924,2,8/8/23
racl,1,-83.93987035,35.93567722,2,8/8/23
racl,1,-83.93991697,35.93554985,2,8/8/23
racl,1,-83.93989655,35.93551124,2,8/8/23
racl,1,-83.93974694,35.93557563,2,8/8/23
racl,1,-83.93989972,35.93566232,2,8/8/23
racl,1,-83.93995615,35.93559054,2,8/8/23
racl,1,-83.93997851,35.93560224,2,8/8/23
racl,1,-83.94005518,35.9355826,2,8/8/23
racl,2,-83.94004484,35.93560878,2,8/8/23
racl,3,-83.9399752,35.93556544,2,8/8/23
racl,1,-83.94000395,35.93545347,2,8/8/23
pscr,1,-83.93993958,35.93581666,2,8/8/23
racl,2,-83.93990111,35.93557077,2,8/8/23
raca,1,-83.94006484,35.93574145,2,8/8/23
racl,3,-83.94008077,35.93575176,2,8/8/23
racl,1,-83.93999424,35.93574251,2,8/8/23
racl,2,-83.9400858,35.93573149,2,8/8/23
racl,4,-83.94006805,35.93570333,2,8/8/23
racl,3,-83.94002188,35.93571516,2,8/8/23
raca,2,-83.94006317,35.9356937,2,8/8/23
racl,2,-83.94006313,35.93571879,2,8/8/23
racl,2,-83.94001451,35.93573334,2,8/8/23
racl,2,-83.93998876,35.93574092,2,8/8/23
racl,2,-83.94004927,35.93574574,2,8/8/23
raca,1,-83.94006924,35.93566579,2,8/8/23
raca,1,-83.94004623,35.93575498,2,8/8/23
racl,2,-83.94001387,35.93565775,2,8/8/23
racl,2,-83.94004456,35.93566689,2,8/8/23
racl,1,-83.94007278,35.93570268,2,8/8/23
racl,1,-83.94004631,35.93572073,2,8/8/23
racl,1,-83.93986311,35.93557573,2,8/8/23
racl,3,-83.93988388,35.93569736,2,8/8/23
racl,1,-83.93984207,35.93557763,2,8/8/23
racl,2,-83.93990328,35.93567651,2,8/8/23
racl,1,-83.93976954,35.93556166,2,8/8/23
racl,1,-83.93987847,35.93567064,2,8/8/23
raca,1,-83.9398772,35.93570826,2,8/8/23
racl,3,-83.93991774,35.93567152,2,8/8/23
racl,2,-83.93979618,35.93552792,2,8/8/23
racl,1,-83.93990329,35.93568686,2,8/8/23
racl,2,-83.93990596,35.93566754,2,8/8/23
racl,1,-83.93984826,35.9358721,2,8/8/23
racl,2,-83.93985066,35.93572415,2,8/8/23
racl,1,-83.93973944,35.93564145,2,8/8/23
racl,1,-83.93990797,35.93565936,2,8/8/23
racl,1,-83.93979558,35.93570426,2,8/8/23
racl,1,-83.93976439,35.93569368,2,8/8/23
racl,1,-83.93971194,35.93559781,2,8/8/23
racl,1,-83.93968049,35.93570429,2,8/8/23
racl,1,-83.93996422,35.93561071,2,8/8/23
racl,2,-83.940015,35.93563625,2,8/8/23
racl,2,-83.94005354,35.93566801,2,8/8/23
racl,4,-83.93997538,35.93563148,2,8/8/23
racl,1,-83.94002205,35.93558609,2,8/8/23
racl,1,-83.94000667,35.93574073,2,8/9/23
racl,1,-83.9400128,35.93572355,2,8/9/23
racl,1,-83.94002344,35.93571268,2,8/9/23
racl,1,-83.93997499,35.93575678,2,8/9/23
racl,2,-83.94001522,35.93572885,2,8/9/23
raca,1,-83.94003406,35.93570926,2,8/9/23
racl,1,-83.93994382,35.93570065,2,8/9/23
racl,1,-83.93999287,35.93572604,2,8/9/23
racl,1,-83.93998153,35.93569434,2,8/9/23
raca,1,-83.94006605,35.93575682,2,8/9/23
racl,2,-83.93999731,35.93574134,2,8/9/23
racl,2,-83.93979239,35.93572362,2,8/9/23
racl,1,-83.93976282,35.93568135,2,8/9/23
racl,1,-83.93972907,35.93568563,2,8/9/23
racl,1,-83.93976431,35.93575216,2,8/9/23
racl,1,-83.93972302,35.93564748,2,8/9/23
racl,1,-83.93993623,35.9356279,2,8/9/23
raca,1,-83.93973561,35.93562249,2,8/9/23
racl,1,-83.93978325,35.93561947,2,8/9/23
racl,1,-83.93988401,35.93557321,2,8/9/23
racl,1,-83.93977756,35.93559873,2,8/9/23
racl,1,-83.93993122,35.93556508,2,8/9/23
racl,1,-83.93976163,35.9357662,2,8/9/23
racl,1,-83.93988105,35.93559625,2,8/9/23
racl,1,-83.93989178,35.93552724,2,8/9/23
racl,1,-83.9398949,35.93563485,2,8/9/23
raca,1,-83.94000562,35.93563293,2,8/9/23
racl,2,-83.94002247,35.93563673,2,8/9/23
racl,1,-83.93999558,35.93559235,2,8/9/23
racl,3,-83.93995595,35.93558098,2,8/9/23
pscr,1,-83.93976951,35.93571352,2,8/9/23
racl,4,-83.86817903,35.95675031,7,8/15/23
racl,4,-83.86816167,35.95674269,7,8/15/23
racl,1,-83.86821003,35.95667455,7,8/15/23
racl,1,-83.86832459,35.95670691,7,8/15/23
racl,1,-83.86833152,35.95668765,7,8/15/23
novi,1,-83.86813852,35.95666427,7,8/15/23
novi,3,-83.86829324,35.95661042,7,8/15/23
racl,1,-83.86837579,35.95667848,7,8/15/23
novi,6,-83.86819404,35.95662818,7,8/15/23
novi,8,-83.86826989,35.9568504,7,8/15/23
novi,1,-83.86839591,35.95670553,7,8/15/23
racl,1,-83.86823745,35.95669177,7,8/15/23
novi,7,-83.86815506,35.95676134,7,8/15/23
racl,1,-83.86819567,35.95669834,7,8/15/23
racl,1,-83.86821253,35.95674025,7,8/15/23
racl,2,-83.86822427,35.95666109,7,8/15/23
racl,1,-83.86836307,35.95668973,7,8/15/23
racl,1,-83.86817263,35.95669143,7,8/15/23
racl,1,-83.86836695,35.95667243,7,8/15/23
racl,1,-83.8681293,35.95687934,7,8/15/23
racl,1,-83.86816289,35.95678955,7,8/15/23
novi,4,-83.86834693,35.95668804,7,8/15/23
racl,1,-83.86823518,35.9567242,7,8/15/23
racl,4,-83.86833104,35.95669466,7,8/15/23
novi,21,-83.86813783,35.95674135,7,8/15/23
racl,1,-83.86827327,35.95673013,7,8/15/23
novi,10,-83.86825091,35.95676514,7,8/15/23
racl,1,-83.8681409,35.95674667,7,8/15/23
racl,4,-83.86829072,35.95674824,7,8/15/23
novi,6,-83.86812795,35.95673006,7,8/15/23
racl,1,-83.86816945,35.95682686,7,8/15/23
racl,1,-83.86829896,35.95673783,7,8/15/23
racl,1,-83.86815449,35.95682431,7,8/15/23
racl,2,-83.86920998,35.95778243,10,8/15/23
racl,1,-83.86915571,35.9577451,10,8/15/23
racl,1,-83.86918345,35.95781166,10,8/15/23
novi,1,-83.86919373,35.95777216,10,8/15/23
racl,5,-83.86924846,35.95780935,10,8/15/23
racl,1,-83.86936691,35.95779187,10,8/15/23
racl,1,-83.86923106,35.95777122,10,8/15/23
racl,1,-83.86978917,35.95691085,NA,NA
racl,1,-83.86978707,35.95692623,NA,NA
racl,2,-83.86849982,35.95757978,NA,NA
novi,3,-83.86654629,35.95627426,NA,NA
novi,1,-83.86667203,35.956305,NA,NA
hych,1,-83.86652807,35.95634092,NA,NA
hych,2,-83.86664479,35.95610973,NA,NA
racl,1,-83.86665626,35.95609285,NA,NA
novi,1,-83.86660157,35.95625926,NA,NA
novi,1,-83.86674663,35.95612232,NA,NA
racl,1,-83.86673424,35.95608052,NA,NA
racl,1,-83.86669637,35.95614339,NA,NA
hych,1,-83.86678493,35.95614776,NA,NA
novi,1,-83.86680972,35.95610125,NA,NA
racl,2,-83.86671559,35.95612195,NA,NA
racl,1,-83.86667432,35.95628651,NA,NA
novi,2,-83.86823641,35.9567253,7,8/15/23
racl,2,-83.86817107,35.95679336,7,8/15/23
racl,3,-83.86811087,35.95671426,7,8/15/23
racl,2,-83.86827135,35.95672473,7,8/15/23
novi,21,-83.86824761,35.9567559,7,8/15/23
racl,2,-83.86822176,35.95682808,7,8/15/23
novi,7,-83.86815543,35.95671342,7,8/15/23
racl,1,-83.86833124,35.95668722,7,8/15/23
racl,1,-83.8683463,35.95665266,7,8/15/23
racl,4,-83.86827256,35.95683757,7,8/15/23
novi,2,-83.86825866,35.95669719,7,8/15/23
novi,4,-83.86829456,35.95671813,7,8/15/23
racl,2,-83.86818859,35.95670148,7,8/15/23
novi,4,-83.86821368,35.9566864,7,8/15/23
racl,6,-83.8682048,35.95672879,7,8/15/23
racl,4,-83.86828493,35.95664407,7,8/15/23
racl,1,-83.86815848,35.95677505,7,8/15/23
novi,2,-83.86823554,35.95672601,7,8/15/23
racl,4,-83.86813068,35.95669006,7,8/15/23
racl,1,-83.8683819,35.95663389,7,8/15/23
racl,1,-83.86822306,35.95669794,7,8/15/23
racl,1,-83.86835135,35.95676163,7,8/15/23
racl,3,-83.86833296,35.9566398,7,8/15/23
racl,2,-83.86835644,35.95670096,7,8/15/23
novi,10,-83.86832114,35.95672226,7,8/15/23
novi,6,-83.86825087,35.95668533,7,8/15/23
novi,2,-83.8682491,35.9567603,7,8/15/23
novi,2,-83.86834497,35.9566515,7,8/15/23
racl,1,-83.86833697,35.95676864,7,8/15/23
racl,2,-83.86820826,35.95668899,7,8/15/23
racl,2,-83.86830796,35.95678221,7,8/15/23
racl,1,-83.86836176,35.95663985,7,8/15/23
racl,2,-83.86934959,35.95785117,10,8/15/23
racl,1,-83.86925459,35.9578561,10,8/15/23
racl,2,-83.86923353,35.95774732,10,8/15/23
racl,5,-83.86927279,35.95775271,10,8/15/23
racl,1,-83.869272,35.95781815,10,8/15/23
racl,1,-83.86978355,35.95688067,NA,NA
racl,1,-83.86843741,35.95756551,NA,NA
novi,1,-83.86839719,35.95761233,NA,NA
racl,1,-83.86843581,35.95757148,NA,NA
novi,1,-83.86664872,35.95618292,NA,NA
racl,1,-83.8666103,35.95619071,NA,NA
racl,1,-83.86667845,35.95609923,NA,NA
novi,1,-83.86662128,35.95610058,NA,NA
racl,1,-83.86659584,35.9561064,NA,NA
racl,1,-83.86677258,35.95610996,NA,NA
racl,1,-83.86681745,35.95621021,NA,NA
novi,2,-83.86683718,35.95618692,NA,NA
racl,1,-83.866707,35.95620048,NA,NA
racl,1,-83.8666974,35.95612026,NA,NA
novi,3,-83.86669895,35.95622454,NA,NA
racl,1,-83.8667304,35.95618779,NA,NA
novi,2,-83.86660128,35.95626679,NA,NA
racl,3,-83.86820179,35.95677208,7,8/17/23
novi,1,-83.86831084,35.95673978,7,8/17/23
racl,1,-83.8681705,35.95672715,7,8/17/23
novi,6,-83.86817109,35.95673003,7,8/17/23
racl,4,-83.86831124,35.95678156,7,8/17/23
racl,1,-83.86814117,35.95674299,7,8/17/23
novi,4,-83.86829535,35.95678198,7,8/17/23
racl,1,-83.86830952,35.95665691,7,8/17/23
racl,3,-83.86825927,35.95682571,7,8/17/23
racl,2,-83.86816952,35.95665965,7,8/17/23
racl,2,-83.86818418,35.95674476,7,8/17/23
racl,1,-83.86824017,35.95685977,7,8/17/23
racl,1,-83.86827396,35.95682865,7,8/17/23
racl,1,-83.86829625,35.95670622,7,8/17/23
racl,1,-83.86824665,35.95680559,7,8/17/23
novi,7,-83.86827645,35.95673519,7,8/17/23
racl,2,-83.86822261,35.95676027,7,8/17/23
racl,1,-83.86840205,35.95670903,7,8/17/23
racl,1,-83.86824523,35.95675657,7,8/17/23
racl,1,-83.86833203,35.95669894,7,8/17/23
novi,22,-83.86821953,35.9567959,7,8/17/23
novi,7,-83.86831375,35.95677747,7,8/17/23
novi,2,-83.86818585,35.95668209,7,8/17/23
novi,2,-83.86830621,35.95670439,7,8/17/23
racl,1,-83.86834863,35.95664059,7,8/17/23
novi,4,-83.86831997,35.95666549,7,8/17/23
racl,2,-83.8683772,35.95676566,7,8/17/23
racl,2,-83.8684495,35.95666592,7,8/17/23
novi,1,-83.86820259,35.95676947,7,8/17/23
racl,2,-83.86828475,35.95678397,7,8/17/23
racl,3,-83.86821266,35.95675421,7,8/17/23
novi,1,-83.86834806,35.95672398,7,8/17/23
novi,1,-83.8683862,35.95670736,7,8/17/23
racl,1,-83.86837479,35.95673207,7,8/17/23
racl,2,-83.86832909,35.95674948,7,8/17/23
novi,25,-83.86827104,35.95677932,7,8/17/23
racl,2,-83.86924594,35.95781106,7,8/17/23
racl,1,-83.86822647,35.95667714,7,8/17/23
racl,1,-83.86915499,35.95784698,10,8/17/23
racl,1,-83.8693246,35.95785254,10,8/17/23
racl,3,-83.86927585,35.9578161,10,8/17/23
novi,3,-83.86919082,35.95778464,10,8/17/23
novi,3,-83.86926489,35.95779615,10,8/17/23
novi,6,-83.86927582,35.95776267,10,8/17/23
racl,3,-83.86963259,35.95684627,NA,NA
racl,1,-83.86842664,35.95756618,NA,NA
novi,1,-83.86669968,35.95612052,NA,NA
hych,1,-83.86666942,35.95614332,NA,NA
racl,2,-83.86677055,35.95615303,NA,NA
novi,1,-83.86663573,35.95636028,NA,NA
novi,1,-83.86654089,35.95624385,NA,NA
racl,1,-83.86657628,35.95620878,NA,NA
racl,1,-83.86658025,35.95623287,NA,NA
racl,1,-83.86680085,35.95612157,NA,NA
racl,1,-83.86678317,35.95610656,NA,NA
novi,1,-83.86673111,35.95611976,NA,NA
racl,1,-83.86669809,35.95615197,NA,NA
racl,1,-83.86673768,35.95614018,NA,NA
raca,2,-83.87682093,35.93331322,15,8/29/23
racl,1,-83.87671901,35.93336954,15,8/29/23
raca,1,-83.87705861,35.9331854,15,8/29/23
raca,1,-83.87688263,35.9333037,15,8/29/23
racl,1,-83.8768554,35.93333119,15,8/29/23
racl,2,-83.87689955,35.93332039,15,8/29/23
